"folderName","anyInserted","anyDeleted","getMovedSrcs","UpdatedSrcs","insertedIfConditions","deletedIfStmts","elseInserted","elseDeleted","AnythingInLineMoved","AnythingInLineUpdated","AnythingInLineDeleted","AnythingMovedIntoLine","AnythingInsertedIntoLine","EntireLineMoved","EntireLineDeleted","stringsUpdated","magicStringsReplaced","MovedBlocksInIfConditions","AddedOrUpdatedComments","InsertedAssertConditions","InsertedTryCatch","UpdatedValueAssignments","RemovedTryCatch","UpdatedFuncArguments","hasOldFile","hasNewFile","numOldFiles","numNewFiles","isDupe","error"
"9fdfeff1_3c734618","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","1","1","1","0",
"9fdfeff1_6ad7d224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_94b8cbe5","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_0366d552","0","19","9","0","0","0","0","3","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_70317009","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"ffb9cba7_09aa73d3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"5fc1f717_e2d702bf","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_809d3f67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"3f79a3b5_4b28067e","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_58932d50","0","30","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_e7b09e8e","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
"9fdfeff1_38de6911","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_ce2a568f","1","29","16","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_90fba146","0","17","137","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_dfa9c223","0","124","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_127106e1","16","15","177","4","0","0","0","0","2","0","0","2","16","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_d56d87cc","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_94152b4c","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_6efc7a0a","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
"3f79a3b5_8e49a8ba","30","15","24","2","1","0","0","0","0","0","2","6","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_497ca4b5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"3f79a3b5_d9925a49","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_9c696c26","0","3","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_dd31e10c","3","33","54","10","1","0","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3fce034c_e414a9a2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
"9fdfeff1_ea2d5946","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_0bbbe371","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"bfdaf3ff_3828db84","0","19","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_4c821c53","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_b7b23e93","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_143c042d","0","4","0","2","0","0","0","0","0","0","1","0","0","0","1","4","0","0","2","0","0","2","0","0","1","1","1","1","0",
"5fc1f717_453d09b9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3fce034c_86ae572c","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"5fc1f717_b17933fd","0","20","7","0","0","0","0","0","0","0","2","3","0","0","1","0","0","0","0","0","0","0","0","2","1","1","1","1","0",
"5fc1f717_66749036","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_9b85925c","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_0e6afa18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"ffb9cba7_3db8d9c6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_892c4d02","0","7","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"ffd0ebdf_239f7551","0","22","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_12a23daf","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_47dd406e","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_11b47ad0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","0","2","0","0","1","1","1","1","0",
"9fdfeff1_ae34c9fb","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_3e6da331","0","16","82","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0",
"ffb9cba7_f1ba65dc","19","13","426","1","0","0","0","0","1","0","0","12","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_42b400d2","2","37","3","1","0","0","0","0","0","0","3","0","2","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","0",
"9fdfeff1_26393ea3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"ffd0ebdf_94c69616","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_60edbb23","0","231","146","2","0","0","0","1","1","0","0","12","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0",
"bfdaf3ff_99c3aa38","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0",
"3f79a3b5_aee052f7","4","3","3","6","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_1344ba73","33","14","0","1","0","0","0","0","0","0","0","0","33","0","0","0","0","0","2","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_be292ef3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0",
"dfd5e7cf_3922fca5","0","7","31","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_8e5f0c0f","2","26","368","8","0","0","0","9","1","0","0","5","10","0","0","2","0","0","0","0","0","0","6","0","1","1","1","1","0",
"9fdfeff1_1f0aafd1","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","1","0","0","1","1","1","1","0",
"3f79a3b5_7b0981d9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"ffb9cba7_b1c6bb67","1","0","0","3","0","0","0","0","0","1","0","0","0","0","0","3","0","0","4","0","0","3","0","0","1","1","1","1","0",
"3fce034c_6ee768e6","0","49","20","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_f460a2a1","1","18","0","1","0","0","0","0","0","0","3","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_51155548","2","8","385","6","0","0","0","0","1","0","0","6","2","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_5e574127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"3f79a3b5_a75d09e6","0","11","44","1","0","0","0","0","1","0","0","6","0","1","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_159acbb7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_e014314f","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_d603f60b","19","1","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_e3be43d3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_246a87ec","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"dfd5e7cf_9c120409","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_e0d63950","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"3fce034c_64d199fb","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
"bfdaf3ff_43f91dc6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_8ecbd770","19","10","48","3","1","0","0","0","1","0","1","8","8","1","1","0","0","0","1","0","0","2","0","0","1","1","1","1","0",
"9fdfeff1_a4c67767","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0",
"3fce034c_9809f2de","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_d13a3c32","0","52","0","5","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_f771f9e1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_6b7a2526","4","56","58","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","1","1","1","1","0",
"9fdfeff1_06d567e5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_2ea1fef7","0","163","286","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_b9d5031e","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_2e3a02e7","0","131","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","0",
"9fdfeff1_7b9c0f5d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_b29fb14e","0","4","43","1","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
"3f79a3b5_0cee36fd","31","1","17","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_08fe2938","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_6e03eb74","63","10","172","4","0","0","0","0","6","0","1","17","16","1","0","0","0","0","0","0","0","2","0","0","1","1","1","1","0",
"9fdfeff1_3c4ca6c6","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_d7401a8d","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_0c2b5d30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_e5549000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"3fce034c_e8ea4caa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"dfd5e7cf_86eab372","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","1","0","0","1","1","1","1","0",
"9fdfeff1_c35f7f73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_1bee4dff","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0",
"9fdfeff1_d11d5c0f","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
"9fdfeff1_ac7e3f16","0","231","146","2","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_de96cba0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_cae095fd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_3bf906c5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_970cf194","1","45","26","2","0","0","0","0","0","0","2","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0",
"dfd5e7cf_c1bc25de","1","1","15","1","1","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_49f5d256","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0",
"ffb9cba7_7e18841c","8","0","13","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0",
"3f79a3b5_b67fb6ba","6","1","0","1","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"bfdaf3ff_69175ba5","0","7","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_d27e6f6b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_69b809e8","2","3","74","0","0","0","0","0","5","0","1","13","2","0","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0",
"9fdfeff1_3742e5ac","1","45","26","2","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0",
"ffb9cba7_31947d37","9","1","1","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_4ab72988","0","2","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","1","1","1","0",
"5fc1f717_58acde34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"bfdaf3ff_5ac7bb13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_b27bd589","0","2","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","1","1","1","0",
"3f79a3b5_b2031011","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_f759028e","48","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_ea65a646","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"3fce034c_8bede68c","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_d27fd5dc","0","9","0","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_8f2c88ac","0","8","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"ffb9cba7_017ba7bd","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_5a2e9792","0","8","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
"9fdfeff1_4a4d2e98","30","4","52","1","0","0","0","0","0","0","0","0","30","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"ffd0ebdf_b27f35aa","0","105","3","0","0","0","0","0","0","0","2","3","0","0","1","0","0","0","0","0","0","0","1","0","1","1","1","1","0",
"ffd0ebdf_4d218a9f","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0",
"3f79a3b5_095cb2ed","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_86471778","16","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_02e37835","8","138","15","7","0","0","0","0","0","0","1","4","8","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
"9fdfeff1_9d3187ef","0","34","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_6d416ca6","3","2","40","0","0","0","0","0","4","0","0","10","3","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"dfd5e7cf_3a1f6e6d","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0",
"bfdaf3ff_a409e595","0","51","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_f131805a","0","42","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"ffd0ebdf_46189280","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_eaa9947b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"5fc1f717_8f56be5b","5","45","139","2","0","0","0","2","1","0","0","13","50","1","0","0","0","0","0","0","0","0","2","0","1","1","1","1","0",
"9fdfeff1_1c668252","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_5af26e9c","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_af3a9a30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_9d3ab993","13","15","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_cae96518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"ffb9cba7_d4ccc862","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_fb7e6317","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"dfd5e7cf_1dff0402","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0",
"9fdfeff1_a4df6164","0","5","77","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_4af540ca","18","2","29","2","0","0","0","0","2","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_a47d17b3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"9fdfeff1_9109e1dd","7","8","10","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_876a1aea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"3f79a3b5_ec6f3af8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","1","1","1","1","0",
"9fdfeff1_08c164e5","8","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","2","0","0","1","1","1","1","0",
"9fdfeff1_7bb40fd2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_46d1462f","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"3f79a3b5_62df060a","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_fd87ae60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_864eea35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"ffd0ebdf_a303650d","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0",
"3f79a3b5_c1aaca6b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"3f79a3b5_07948f34","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0",
"3f79a3b5_50f18963","0","17","75","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_7be87815","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"bfdaf3ff_26fb9247","0","16","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_b635dcf9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_8b4353af","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"5fc1f717_b0c232e8","7","9","32","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_a68edb24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_a1121761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"9fdfeff1_7a96f641","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_0045d942","127","13","54","7","2","0","0","0","0","0","0","0","0","0","0","1","0","0","16","0","0","1","0","0","1","1","1","1","0",
"3f79a3b5_936c9d34","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0",
"5fc1f717_7bd32f02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3fce034c_afdc9818","0","14","8","1","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_40313b09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"3f79a3b5_b6143243","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
"bfdaf3ff_da55321f","2","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_589deb55","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_37d3ae62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"5fc1f717_38ceb25b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"3f79a3b5_2bde7f3b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"9fdfeff1_9e802fc1","0","15","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0",
"3f79a3b5_dac93a23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",
"bfdaf3ff_1d284d32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",
"5fc1f717_791c256a","5","29","21","9","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",
